timestamp,type,total,truck_id
2025-03-24 09:40:00,cash,4.99,6
2025-03-24 09:48:00,cash,6.99,6
2025-03-24 09:52:00,cash,6.99,6
2025-03-24 10:16:00,cash,4.99,6
2025-03-24 10:23:00,cash,5.99,6
2025-03-24 10:37:00,cash,5.99,6
2025-03-24 10:43:00,cash,5.99,6
2025-03-24 10:59:00,cash,4.99,6
2025-03-24 11:13:00,cash,5.99,6
2025-03-24 11:16:00,cash,4.99,6
2025-03-24 11:19:00,cash,6.99,6
2025-03-24 11:24:00,cash,5.99,6
2025-03-24 11:32:00,cash,6.99,6
2025-03-24 11:37:00,cash,4.99,6
2025-03-24 11:43:00,cash,5.99,6
2025-03-24 11:45:00,cash,5.99,6
2025-03-24 11:50:00,cash,5.99,6
2025-03-24 11:52:00,cash,4.99,6
2025-03-24 11:55:00,cash,6.99,6
2025-03-24 11:58:00,cash,6.99,6
2025-03-24 09:16:00,card,0.99,4
2025-03-24 09:27:00,card,0.99,4
2025-03-24 09:36:00,card,0.99,4
2025-03-24 09:59:00,card,0.99,4
2025-03-24 10:43:00,card,0.99,4
2025-03-24 11:03:00,card,3.99,4
2025-03-24 11:16:00,card,0.99,4
2025-03-24 11:40:00,card,0.99,4
2025-03-24 11:49:00,card,0.99,4
